"available","availableText","brand","ean","endedDate","itemLocation","itemNumber","mpn","price","priceWithCurrency","seller","sold","subTitle","title","type","upc","url","wasPrice","wasPriceWithCurrency","whyToBuy/0","whyToBuy/1","whyToBuy/2"
,,,,,"Greenbrae, California, United States","294535512953",,"17500","US $17,500.00","caguy23",,"","2018 Ohtani / Trout Topps Dynamic Duals RC Rookie AUTO SGC 10/8.5 #1/5🔥","Sports Trading Card","Does not apply","https://www.ebay.com/itm/294535512953",,,"Ships from United States","14 watchers",
,,,,,"Pewaukee, Wisconsin, United States","255716554920",,"17500","US $17,500.00","sellers_sportscards",,"","Zach Wilson 2021 Select Rookie Signatures Black Prizm 1/1 Auto PSA 9 10 RC RSZW","Sports Trading Card",,"https://www.ebay.com/itm/255716554920",,,"Ships from United States","18 watchers",
,,,,,"Warminster, Pennsylvania, United States","165785769060",,"17500","US $17,500.00","pristinemjsports",,"","2017-18 Panini Contenders Playoff Ticket Auto Jayson Tatum RC /65 PSA 10 PMJS",,,"https://www.ebay.com/itm/165785769060",,,"Ships from United States","7 watchers",
,,,,,"Ontario, California, United States","195014517457",,"17500","US $17,500.00","sports*card*slavik",,"","~STUNNING 2007 BOWMAN CHROME REFRACTOR KEVIN DURANT BGS 9.5 10 RC HIGH END GRADE",,,"https://www.ebay.com/itm/195014517457",,,"Ships from United States",,
,,,,,"Singapore, Singapore","144233453233",,"17499","US $17,499.00","allez",,"","2020 Topps Chrome Formula 1 George Russell Orange Refractor RC /25 BGS 8.5","Sports Trading Card",,"https://www.ebay.com/itm/144233453233",,,"19 watchers",,
,,,,,"Aalen, Germany","325423333250",,"17499","US $17,499.00","and1_1503",,"","⚽ SGC 5 EX - 1962 Eusebio Real Rookie WS Verlag ultra Rare RC FIFA 100 Legend","Sports Trading Card",,"https://www.ebay.com/itm/325423333250",,,,,
,,,,,"Cincinnati, Ohio, United States","403971433043",,"17610","US $17,610.00","deans_cards",,"","1909 T206 Ty Cobb Red Tigers HALL-OF-FAME VARIATION PSA 4 - VG/EX 100A 00 0059",,,"https://www.ebay.com/itm/403971433043",,,"Ships from United States",,
,,,,,"Fort Worth, Texas, United States","294326263392",,"17499.99","US $17,499.99","sterlingscollection",,"","2017 PANINI DONRUSS OPTIC Patrick Mahomes II RC BLUE HOLO PRIZM #/149 GEM PSA 10","Sports Trading Card",,"https://www.ebay.com/itm/294326263392",,,"18 watchers",,
,,,,,"Shawnee, Kansas, United States","225233348521",,"17500","US $17,500.00","gcardsllc",,"","2010 Absolute #58 Tom Brady Platinum Spectrum Auto 1/1 PSA Authentic w 10 Auto","Sports Trading Card",,"https://www.ebay.com/itm/225233348521",,,,,
,,,,,"Warminster, Pennsylvania, United States","165676065221",,"17500","US $17,500.00","pristinemjsports",,"","1996 Bowman's Best Rookie Kobe Bryant Refractor #R23 PSA 10 GEM MINT PMJS","Sports Trading Card",,"https://www.ebay.com/itm/165676065221",,,"Ships from United States","10 watchers",
,,,,,"Warminster, Pennsylvania, United States","165622817474",,"17500","US $17,500.00","pristinemjsports",,"","2014 Bowman Chrome Gold Refractor Mookie Betts RC /50 BGS 9.5 w/ 10 AUTO PMJS","Sports Trading Card",,"https://www.ebay.com/itm/165622817474",,,"18 watchers",,
,,,,,"Portsmouth, New Hampshire, United States","185525318577",,"17499.99","US $17,499.99","mc_sportscards",,"","KOBE BRYANT ALLEN IVERSON RAY ALLEN BGS 8 2015-16 IMMACULATE TRIPLE AUTO /15 HOF","Sports Trading Card",,"https://www.ebay.com/itm/185525318577",,,"Ships from United States","49 watchers",
,,,,,"Warminster, Pennsylvania, United States","165624642499",,"17500","US $17,500.00","pristinemjsports",,"","Mickey Mantle 1962 Topps Yankees Card #200 PSA 8 Eye Appeal PMJS","Sports Trading Card",,"https://www.ebay.com/itm/165624642499",,,"Ships from United States","11 watchers",
,,,,,"Vancouver, Washington, United States","265415226504",,"17510","US $17,510.00","punkado68",,"","ONLY 2017 ROOKIE COOPER KUPP BGS BLACK LABEL 10 That EXISTS PURPLE  VALIANT  /15","Sports Trading Card",,"https://www.ebay.com/itm/265415226504",,,"Ships from United States","6 watchers",
,,,,,"Orlando, Florida, United States","115507938083",,"17500","US $17,500.00","baller_31",,"","2016 Panini Flawless Tom Brady Memorable Marks PSA 9 on card Auto Sealed MMTB","Sports Trading Card",,"https://www.ebay.com/itm/115507938083",,,"Ships from United States","5 watchers",
,,,,,"Northampton, Pennsylvania, United States","275067712535",,"17500","US $17,500.00","rrb479",,"","2020 Contenders Joe Burrow Rookie Ticket Var Red Zone Auto PSA 10/10 Bengals","Sports Trading Card",,"https://www.ebay.com/itm/275067712535",,,"Ships from United States","20 watchers",
,,,,,"Scottsdale, Arizona, United States","274763337283",,"17500","US $17,500.00","rarebear86",,"","2017 Patrick Mahomes Rc rookie Donruss Optic  BGS 10 BLACK LABEL  wow","Sports Trading Card",,"https://www.ebay.com/itm/274763337283",,,"Ships from United States",,
,,,,,"San Jose, California, United States","224945617118",,"17500","US $17,500.00","sold2meon3",,"","VLADIMIR GUERRERO JR 2019 TOPPS CHROME GOLD REFRACTOR AUTO /50 PSA 10 GEM MVP?",,,"https://www.ebay.com/itm/224945617118",,,"Ships from United States","8 watchers",
,,,,,"Roseville, California, United States","225037676746",,"17500","US $17,500.00","derekcarrcardking",,"","Derek Carr 2014 Topps Chrome Gold Rookie Refractor Auto #02/10 BGS Pristine 10","Sports Trading Card",,"https://www.ebay.com/itm/225037676746",,,"Returns accepted","Ships from United States","27 watchers"
,,,,,"Scottsdale, Arizona, United States","274763342291",,"17500","US $17,500.00","rarebear86",,"","2019  Kyler Murray rookie RC True 1/1 Donruss Gold vinyl BGS 9/auto 10","Sports Trading Card",,"https://www.ebay.com/itm/274763342291",,,"Ships from United States","5 watchers",
,,,,,"Ancaster, Ontario, Canada","325388811608",,"17500","US $17,500.00","sloth55",,"","2001-02 UPPER DECK #422 PAVEL DATSYUK YG EXCLUSIVES 1/50 - PSA 8 (SLOTH55) POP 4","Sports Trading Card",,"https://www.ebay.com/itm/325388811608",,,"5 watchers",,
,,,,,"Mason, Ohio, United States","174981988233",,"17500","US $17,500.00","bgsualum03",,"","2015-16 Panini Prizm Veteran Signature Auto Complete Set Kobe Durant Kyrie BGS","Sports Trading Card",,"https://www.ebay.com/itm/174981988233",,,"Ships from United States",,
,,,,,"Torrance, California, United States","144693312645",,"17500","US $17,500.00","supacrazykev",,"","2013-14 PRIZM COMPLETE RAINBOW #71 JEREMY LIN ** ONLY ONE IN THE WORLD ** BGS","Sports Trading Card","Does not apply","https://www.ebay.com/itm/144693312645",,,"Ships from United States",,
,,,,,"Guelph, Ontario, Canada","373661335679",,"17500","US $17,500.00","martin-sports",,"","1970 TOPPS #712 NOLAN RYAN BVG 9.5 GEM MINT POPULATION 1!",,,"https://www.ebay.com/itm/373661335679",,,"Free shipping and returns","14 watchers",
,,,,,"Miami, Florida, United States","175208252071",,"17500","US $17,500.00","ab_sportscards_collectibles",,"","2020 National Treasures Material Auto Holo Silver #14/25 Joe Burrow BGS 9.5 R622","Sports Trading Card",,"https://www.ebay.com/itm/175208252071",,,"Ships from United States",,
,,,,,"Chappaqua, New York, United States","233537174935",,"17500","US $17,500.00","miripiri1699",,"","Zion Williamson Team Slogan Go Duke Flawless RC Patch Auto #/5 Emerald Encased","Sports Trading Card",,"https://www.ebay.com/itm/233537174935",,,"Ships from United States","5 watchers",
,,,,,"Scottsdale, Arizona, United States","275218161912",,"17500","US $17,500.00","rarebear86",,"","2012 Russell Wilson Rookie RC  Blue Wave Refractor BGS Black Label 10  POP 1!","Sports Trading Card",,"https://www.ebay.com/itm/275218161912",,,"Ships from United States",,
,,,,,"Philadelphia, Pennsylvania, United States","325360978258",,"17500","US $17,500.00","arro_isra",,"","1986 Panini Supersport Mike Tyson Boxing Rookie RC #153 ITALIAN VERSION BGS 9!!","Sports Trading Card",,"https://www.ebay.com/itm/325360978258",,,"Ships from United States","7 watchers",
,,,,,"Las Vegas, Nevada, United States","363746893845",,"17500","US $17,500.00","psa-set-registry",,"","JULIUS ERVING 1986 86-87 FLEER STICKERS #5 STICKER CARD BGS 9.5 RARE GEM POP4","Sports Trading Card",,"https://www.ebay.com/itm/363746893845",,,"Ships from United States","10 watchers",
,,,,,"Chappaqua, New York, United States","333898645619",,"17500","US $17,500.00","miripiri1699",,"","2019 National Treasures Collegiate Ja Morant Silver RC Auto /25 PSA 10","Sports Trading Card","Does not apply","https://www.ebay.com/itm/333898645619",,,"Ships from United States","11 watchers",
,,,,,"Seattle, Washington, United States","134343531394",,"17500","US $17,500.00","forbin.42",,"PSA GRADED PARALLEL SET, ROOKIE, REPRINT,HOF,SP,SSP,NNO","2021 Topps X Mickey Mantle Collection Complete Graded PSA 10 & 9 Parallel Set","Sports Trading Card","does not apply","https://www.ebay.com/itm/134343531394",,,"Ships from United States",,
,,,,,"Leander, Texas, United States","185675645203",,"17500","US $17,500.00","bpatton79",,"","GAVI RC - Panini Mosaic La Liga 21/22 SSP OVERDRIVE CASE HIT PSA 10","Sports Trading Card",,"https://www.ebay.com/itm/185675645203",,,"Ships from United States",,
,,,,,"Irvine, California, United States","255784803966",,"17500","US $17,500.00","r32anteater",,"","Trey Murphy III 2021-22 PSA 10 Panini Prizm Gold Prizm /10 Rookie Card RC #288","Sports Trading Card",,"https://www.ebay.com/itm/255784803966",,,"Ships from United States","36 watchers",
,,,,,"Moorhead, Minnesota, United States","224398846274",,"17500","US $17,500.00","paseomaster",,"","2018 Panini Honors Patrick Mahomes II #13 PSA 10Card 10 Auto Gem MT 16/35 Silver","Sports Trading Card",,"https://www.ebay.com/itm/224398846274",,,"Ships from United States","10 watchers",
,,,,,"Lakeland, Florida, United States","314086439563",,"17500","US $17,500.00","cryptograded",,"","Tom Brady 2000 Upper Deck Encore Holofoil Rookie Card 254 PSA 10 GEM MINT POP 32","Sports Trading Card","Does not apply","https://www.ebay.com/itm/314086439563",,,"Ships from United States",,
,,,,,"West Palm Beach, Florida, United States","255504518277",,"17500","US $17,500.00","ljscardcave",,"","2020 Prizm Justin Herbert RC Purple Pulsar SSP BGS 9.5 10 Auto POP 1 Fanatics","Sports Trading Card",,"https://www.ebay.com/itm/255504518277",,,"Ships from United States","7 watchers",
,,,,,"Stoneham, Massachusetts, United States","154214996495",,"17500","US $17,500.00","lou050_0",,"","1967 Topps Mickey Mantle #150 SGC96 MINT",,,"https://www.ebay.com/itm/154214996495",,,"Ships from United States","12 watchers",
,,,,,"Miami, Florida, United States","175470488854",,"17500","US $17,500.00","ab_sportscards_collectibles",,"","2020 Flawless Rookie Dual Patch Auto Ruby 3/15 Tua Tagovailoa RPA PSA 9 R6220J","Sports Trading Card",,"https://www.ebay.com/itm/175470488854",,,"Ships from United States",,
,,,,,"Miami, Florida, United States","255802313533",,"17500","US $17,500.00","ab_sportscards_collectibles",,"","2020 Spectra Rookie Patch Auto Gold Tag Nike Swoosh 1/1 Justin Herbert PSA 9 R62","Sports Trading Card",,"https://www.ebay.com/itm/255802313533",,,"Ships from United States",,
,,,,,"Brea, California, United States","314111709333",,"17500","US $17,500.00","hobbylegends_consignment",,"","2012 Bowman Chrome Corey Seager ORANGE REFRACTOR AUTO /25 BGS PRISTINE 10 POP  1","Sports Trading Card",,"https://www.ebay.com/itm/314111709333",,,"Ships from United States","5 watchers",
,,,,,"King of Prussia, Pennsylvania, United States","325413744450",,"17500","US $17,500.00","ig_high_speed_card_chase",,"","1999 Upper Deck Hank Aaron A Piece of History 500 Club Bat Auto /44","Sports Trading Card",,"https://www.ebay.com/itm/325413744450",,,"Ships from United States","15 watchers",
,,,,,"Rhode Island, United States","394370476911",,"17500","US $17,500.00","yepbg",,"","1934 R304 Al Demaree Die-Cuts #117 Prince Henry Oana PSA 4.5 Phillies",,,"https://www.ebay.com/itm/394370476911",,,"Free shipping",,
,,,,,"Ladera Ranch, California, United States","225237323274",,"17500","US $17,500.00","cardmaniac46",,"","2021 Select EVAN MOBLEY 272 Courtside Black Prizm 1/1 Rookie PSA 9 Mint Cavs","Sports Trading Card",,"https://www.ebay.com/itm/225237323274",,,"Ships from United States","24 watchers",
,,,,,"Camden-Wyoming, Delaware, United States","384764272916",,"17500","US $17,500.00","gavarkhai",,"","2005 Bowman Chrome #8 Tom Brady Silver Refractor #17/50 BGS 9 MINT Pop 3 Rare!!!","Sports Trading Card",,"https://www.ebay.com/itm/384764272916",,,"Ships from United States",,
,,,,,"Arroyo Grande, California, United States","195460376726",,"17500","US $17,500.00","joven-62",,"","2020 Contenders Optic Justin Herbert Gold Rookie Ticket #/10 BGS 9.5","Sports Trading Card",,"https://www.ebay.com/itm/195460376726",,,"Ships from United States",,
,,,,,"Valencia, California, United States","313861884423",,"17500","US $17,500.00","llk5945",,"","2009-10 Stephen Curry Rookie Auto Absolute Memorabilia Bgs 9.5 /499","Sports Trading Card",,"https://www.ebay.com/itm/313861884423",,,"Ships from United States","10 watchers",
,,,,,"Brooklyn, New York, United States","264650333911",,"17499.99","US $17,499.99","collectorskove",,"","2017 Bowmans Best Ronald Acuna /25 Rookie Atomic Refractor PSA 10 Auto Gem Mint","Sports Trading Card",,"https://www.ebay.com/itm/264650333911",,,"Ships from United States","20 watchers",
,,,,,"Costa Mesa, California, United States","175419738056",,"17499.99","US $17,499.99","anaheimsportscards",,"POP 2","2017 Topps High Tek Autos Red Orbit Diffractor 08/10 **BGS 10** ~ Aaron Judge RC","Sports Trading Card",,"https://www.ebay.com/itm/175419738056",,,"Ships from United States",,
,,,,,"San Jose, California, United States","143997259068",,"17500","US $17,500.00","cardboard_dynamite",,"","2010 Panini Certified MIRROR BLACK Tom Brady #90  True 1/1 BGS 9.5 GEM Amazing","Sports Trading Card",,"https://www.ebay.com/itm/143997259068",,,"Free shipping and returns","Ships from United States",
,,,,,"Wenham, Massachusetts, United States","374058326518",,"17500","US $17,500.00","murrayspokemon",,"","2019-20 Panini Chronicles 1 of 1 Rodrygo Rookie BGS 9","Sports Trading Card",,"https://www.ebay.com/itm/374058326518",,,"Ships from United States","14 watchers",
,,,,,"Stockton, California, United States","394327649194",,"17500","US $17,500.00","jocusportscards",,"","1952 Topps #261 Willie Mays PSA 4 VG-EX New York Giants HOF ICONIC",,,"https://www.ebay.com/itm/394327649194",,,"Ships from United States","18 watchers",
,,,,,"Wichita, Kansas, United States","394263563120",,"17499.99","US $17,499.99","fielder4mvp",,"","2019 PANINI CONTENDERS JA MORANT ROOKIE TICKET AUTO AUTOGRAPH #118 PSA 10 POP 1!",,,"https://www.ebay.com/itm/394263563120",,,"Ships from United States",,
,,,,,"Staten Island, New York, United States","266008716406",,"17450","US $17,450.00","bryanroot",,"","1994 UDA Dual Auto Upper Deck Mickey Mantle Ken Griffey Jr BGS BAS 9 10 9.5 8.5","Sports Trading Card",,"https://www.ebay.com/itm/266008716406",,,"Ships from United States","13 watchers",
,,,,,"Lutherville-Timonium, Maryland, United States","334093959538",,"17499.95","US $17,499.95","cardmarkets",,"","2018 Topps Chrome Sapphire #698 RC Ronald Acuna Jr PSA 10 Bat Down Braves LowPOP",,,"https://www.ebay.com/itm/334093959538",,,"Ships from United States","14 watchers",
,,,,,"Madison, Wisconsin, United States","165568034390",,"17500","US $17,500.00","bmw_cards2",,"","1933-34 V357 1933 World Wide Ice Kings #33 Harold Cotton PSA 9 Pop 1 (Bilingual)","Sports Trading Card",,"https://www.ebay.com/itm/165568034390",,,"Free shipping and returns","Ships from United States",
,,,,,"Madison, Wisconsin, United States","165570792180",,"17500","US $17,500.00","bmw_cards2",,"","1911-12 C55 Imperial Tobacco #16 Percy LeSueur HOF.  SGC 8 NM-MT.  Pop 1","Sports Trading Card",,"https://www.ebay.com/itm/165570792180",,,"Free shipping and returns","Ships from United States",
,,,,,"Corpus Christi, Texas, United States","274449493057",,"17479.79","US $17,479.79","nbacardsnjerseys",,"","2019-20 Select Hybrid Disco Zion Williamson RPA 3/15 BGS 9.5 w/10 Centering 💎🔥","Sports Trading Card",,"https://www.ebay.com/itm/274449493057",,,"Ships from United States","6 watchers",
,,,,,"Henrico, Virginia, United States","373671276558",,"17499.99","US $17,499.99","dcsports87",,"","2018-19 Obsidian LeBron James Yellow Parallel #6/10 Jersey #1/1 PSA 10 Lakers BN",,,"https://www.ebay.com/itm/373671276558",,,"Free shipping and returns","Ships from United States","16 watchers"
,,,,,"Edgewater, New Jersey, United States","304644191365",,"17999.99","US $17,999.99","highroller$$$",,"","2017 TOPPS NOW AARON JUDGE ROOKIE CARD ROAD TO OPENING DAY PSA MINT 9","Sports Trading Card",,"https://www.ebay.com/itm/304644191365",,,"Ships from United States",,
,,,,,"Liberty Lake, Washington, United States","334585132678",,"17499.99","US $17,499.99","h2o_customs",,"","2018 Topps Allen & Ginter A&G Crypt ocurrency 83 Mini X Black Bit coin Casascius","Sports Trading Card",,"https://www.ebay.com/itm/334585132678",,,"Ships from United States","5 watchers",
,,,,,"Lincoln, California, United States","225225049370",,"17500","US $17,500.00","winga.ia",,"","LIONEL MESSI AUTOGRAPH 2021 TOPPS UCL 18/25 ORANGE REFRACTOR AUTO PSA 10 POP 1","Sports Trading Card",,"https://www.ebay.com/itm/225225049370",,,"15 watchers",,
,,,,,"Scottsdale, Arizona, United States","275331547034",,"17500","US $17,500.00","rarebear86",,"","2019  Kyler Murray rookie RC Prizm  BGS 8.5/auto 10 TRUE 1/1","Sports Trading Card",,"https://www.ebay.com/itm/275331547034",,,,,
,,,,,"Los Angeles, California, United States","124845080501",,"18000","US $18,000.00","myalltimeclassics",,"","2013-14 Panini Select Kobe Bryant #16 Jersey Patch Auto 16/30 BGS 9.5","Sports Trading Card",,"https://www.ebay.com/itm/124845080501",,,"Ships from United States","6 watchers",
,,,,,"Cranston, Rhode Island, United States","125649572604",,"17495.99","US $17,495.99","ntorre1",,"","Tom Brady 2020 Flawless Greats Signatures Black Auto 1/1 Patriots Michigan PSA","Sports Trading Card",,"https://www.ebay.com/itm/125649572604",,,"Ships from United States",,
,,,,,"Miami, Florida, United States","255777922917",,"17500","US $17,500.00","ab_sportscards_collectibles",,"","2020 Flawless Rookie Patch Autographs Bronze FOTL #2/6 Jalen Hurts RPA PSA 9 R62","Sports Trading Card",,"https://www.ebay.com/itm/255777922917",,,"Ships from United States",,
,,,,,"Fishers, Indiana, United States","255871869656",,"17500","US $17,500.00","triplegstockcardz",,"","1993 SP Derek Jeter STADIUM CLUB MURPHY BGS 10 Pristine POP 9 - Rare!","Sports Trading Card",,"https://www.ebay.com/itm/255871869656",,,"Ships from United States",,
,,,,,"Glen Cove, New York, United States","255492264486",,"17500","US $17,500.00","greeceowns26",,"","2020 Panini Absolute Football Joe Burrow Kaboom PSA 10 KJB1","Sports Trading Card",,"https://www.ebay.com/itm/255492264486",,,"Ships from United States","21 watchers",
,,,,,"Morristown, New Jersey, United States","233894157372",,"17500","US $17,500.00","pailor55",,"","1986 Fleer #57 — Michael Jordan — ROOKIE — PSA 8 (oc)","Sports Trading Card",,"https://www.ebay.com/itm/233894157372",,,"Ships from United States",,
,,,,,"Camarillo, California, United States","384028931545",,"17500","US $17,500.00","andymadec",,"","1986 Fleer #57 MICHAEL JORDAN ROOKIE Bulls SGC 8+ & Centered! - MBA GOLD DIAMOND","Sports Trading Card",,"https://www.ebay.com/itm/384028931545",,,"Returns accepted","Ships from United States","15 watchers"
,,,,,"Arlington, Texas, United States","384832796302",,"17500","US $17,500.00","superiorsportsinvestments",,"","Nolan Ryan Card 1970 Topps #712 PSA 9",,"Does Not Apply","https://www.ebay.com/itm/384832796302",,,"Ships from United States","18 watchers",
,,,,,"Waupun, Wisconsin, United States","234332821017",,"17500","US $17,500.00","footpsacards",,"","AARON RODGERS PSA 10 2005 FINEST AUTOGRAPH Green Bay Packers  Rookie #244/299",,,"https://www.ebay.com/itm/234332821017",,,"Ships from United States","5 watchers",
,,,,,"Carlsbad, California, United States","165279882365",,"17500","US $17,500.00","cardinalventures",,"","PSA 10 Gunnar Henderson GOLD REFRACTOR AUTO 2019 Bowman Draft 32/50 #CDAGH Pop 5","Sports Trading Card",,"https://www.ebay.com/itm/165279882365",,,"Ships from United States","15 watchers",
,,,,,"Plano, Texas, United States","234318724361",,"17995","US $17,995.00","des1728",,"","2011 Bowman Sterling #19 Rookie Autographs Mike Trout Gold Refractors, #22/50","Sports Trading Card",,"https://www.ebay.com/itm/234318724361",,,"Ships from United States","5 watchers",
,,,,,"Shawnee, Oklahoma, United States","274983789988",,"17500","US $17,500.00","mm7sportscards",,"","1957 Topps Mickey Mantle #95 PSA 8 Graded Baseball Card","Sports Trading Card",,"https://www.ebay.com/itm/274983789988",,,"38 watchers",,
,,,,,"Frisco, Texas, United States","144737653887",,"17400","US $17,400.00","trendingart",,"","BB - 1909 T206 - Piedmont 150 - Ty Cobb - Green Portrait - PSA 2 - GOOD - Rare","Sports Trading Card",,"https://www.ebay.com/itm/144737653887",,,"Ships from United States","8 watchers",
,,,,,"Pauma Valley, California, United States","354312070757",,"17000","US $17,000.00","rgpl27",,"","Jalen Hurts Flawless Rookie auto booklet /10","Sports Trading Card",,"https://www.ebay.com/itm/354312070757",,,"Ships from United States",,
,,,,,"Buffalo, New York, United States","165297974931",,"17250","US $17,250.00","triplejthreat",,"","JOSH ALLEN 2018 Panini National Treasures RC Auto /99 PSA 10 Gem Mint RPA","Sports Trading Card",,"https://www.ebay.com/itm/165297974931",,,"Money Back Guarantee",,
,,,,,"Chicago, Illinois, United States","254768898821",,"17415","US $17,415.00","hayeja0",,"","Lebron rookie card","Sports Trading Card",,"https://www.ebay.com/itm/254768898821",,,"Ships from United States",,
,,,,,"Hines, Oregon, United States","325271537141",,"17200","US $17,200.00","kingconn92",,"","1990 Michael Jordan #65 PSA Mint 9","Sports Trading Card",,"https://www.ebay.com/itm/325271537141",,,"Ships from United States","41 watchers",
,,,,,"Bismarck, North Dakota, United States","313805491482",,"17499.99","US $17,499.99","bigwrangs",,"","2017 Topps UFC Chrome FRANCIS NGANNOU #78 Orange REFRACTOR /25 PSA 10 GEM MINT",,,"https://www.ebay.com/itm/313805491482",,,"Free shipping and returns","Ships from United States",
,,,,,"Oxnard, California, United States","195498549164",,"17100","US $17,100.00","jbcpa",,"","1969 Topps Rookie #1 Wilt Chamberlain 1st Topps Card PSA 7 Los Angeles Lakers RC","Sports Trading Card",,"https://www.ebay.com/itm/195498549164",,,"Ships from United States",,
,,,,,"Felton, Delaware, United States","324913134149",,"17333","US $17,333.00","danjess33",,"","KARL ANTHONY TOWNS 2015-16 NATIONAL TREASURES GOLD /10 RPA RC Auto BGS 8.5/10 $$","Sports Trading Card",,"https://www.ebay.com/itm/324913134149",,,"Free shipping and returns","Ships from United States",
,,,,,"San Francisco, California, United States","363459736638",,"16999","US $16,999.00","worldwid-34",,"","2002 Kobe Bryant/Kevin Garnett Dual Auto SP Game Used Extra Significance PSA 10","Sports Trading Card",,"https://www.ebay.com/itm/363459736638",,,"Ships from United States","21 watchers",
,,,,,"7601, United States","255274468117",,"17250","US $17,250.00","sports-cards-forever",,"","1938 Goudey 249 Jimmie Foxx HOF  Red Sox  PSA 7.5 18712404",,,"https://www.ebay.com/itm/255274468117",,,"Returns accepted","Ships from United States",
,,,,,"Birmingham, Alabama, United States","314220801608",,"17000","US $17,000.00","magiccityc_87",,"","2021-22 Panini National Treasures Case Cunningham #123 RPA /99 BGS 9 True RPA","Sports Trading Card",,"https://www.ebay.com/itm/314220801608",,,"Ships from United States","8 watchers",
,,,,,"East Norwich, New York, United States","154995832436",,"16999.99","US $16,999.99","pc_sportscards",,"","Kevin Durant 2013-14 Panini Prizm #147 Gold Prizm 2nd Year BGS 9.5 #D 10/10","Sports Trading Card",,"https://www.ebay.com/itm/154995832436",,,"Ships from United States","14 watchers",
,,,,,"Pittsburgh, Pennsylvania, United States","325411334285",,"17250","US $17,250.00","www.buynicecards",,"","2003-04 Michael Jordan Upper Deck SP Signature Edition Authentic Auto BGS 9.5 10","Sports Trading Card",,"https://www.ebay.com/itm/325411334285",,,"Returns accepted","Ships from United States","36 watchers"
,,,,,"Abilene, Texas, United States","115502259200",,"17350","US $17,350.00","77ae",,"","2017 Topps Archives Aaron Judge Rookie 1959 Bazooka Card Red /25 BGS 9.5 Auto 10","Sports Trading Card",,"https://www.ebay.com/itm/115502259200",,,"Ships from United States",,
,,,,,"Plainfield, Connecticut, United States","134224351209",,"17448.49","US $17,448.49","sjwinnick",,"","1948 LEAF GUM CO. #79 JACKIE ROBINSON RC DODGERS HOF SGC 2.5 Centered Eye Appeal","Sports Trading Card",,"https://www.ebay.com/itm/134224351209",,,"Ships from United States","18 watchers",
,,,,,"New York, New York, United States","373550419522",,"16999","US $16,999.00","brobbby",,"","Karl Anthony Towns Spectra Black Prizm RPA RC TRUE 1/1 PSA 10 Auto 10","Sports Trading Card",,"https://www.ebay.com/itm/373550419522",,,"Ships from United States","13 watchers",
,,,,,"Pleasanton, California, United States","334269870286",,"16999.99","US $16,999.99","sf_giantsfan25",,"","RARE 1954 Topps #90 Willie Mays New York Giants HOF PSA 7 NM 🔥","Sports Trading Card",,"https://www.ebay.com/itm/334269870286",,,"Ships from United States","10 watchers",
,,,,,"Brooklyn, New York, United States","403589654943",,"16999.99","US $16,999.99","diamondsports77",,"","2007 Kevin Durant UD Premier Penmanship Auto. RC/50 BGS 9.5/10.POP 1.None higher","Sports Trading Card",,"https://www.ebay.com/itm/403589654943",,,"Returns accepted","Ships from United States",
,,,,,"Wilmington, Massachusetts, United States","133669134019",,"16999.99","US $16,999.99","philmington",,"","1986 Topps Traded Tiffany #11T Barry Bonds Pirates RC Rookie PSA 10 CENTERED","Sports Trading Card",,"https://www.ebay.com/itm/133669134019",,,"Ships from United States","23 watchers",
,,,,,"Wrentham, Massachusetts, United States","284928416068",,"17130","US $17,130.00","pristinesp_26",,"","1961 Fleer Basketball Jerry West HOF Lakers Rookie RC #43 PSA 8 (NM / MINT)","Sports Trading Card",,"https://www.ebay.com/itm/284928416068",,,"Ships from United States",,
,,,,,"Cold Spring, New York, United States","304481636323",,"16999.99","US $16,999.99","bubblebathgirl",,"","1979 Topps #55 Willie Stargell - Pirates - PSA 10 - *861 - Pop 2 - Baseball Card","Sports Trading Card",,"https://www.ebay.com/itm/304481636323",,,"Ships from United States","6 watchers",
,,,,,"Glenview, Illinois, United States","266025730568",,"16999.99","US $16,999.99","kronkermsfn2023",,"","2020 NATIONAL TREASURES NFL JUSTIN HERBERT SHIELD AND AUTOGRAPH ROOKIE 1/1 PSA","Sports Trading Card",,"https://www.ebay.com/itm/266025730568",,,"Ships from United States","7 watchers",
,,,,,"Portsmouth, New Hampshire, United States","185679168263",,"16999.99","US $16,999.99","mc_sportscards",,"","LIONEL MESSI BGS 9 2004-05 PANINI MEGACRACKS SOCCER #71BIS ROOKIE LA LIGA RC",,,"https://www.ebay.com/itm/185679168263",,,"No returns",,
,,,,,"Lumberton, New Jersey, United States","284306747215",,"17000","US $17,000.00","vintagecardinvestment",,"","1939 PLAY BALL JOE DIMAGGIO #26 ROOKIE CARD**STUNNING** HALL OF FAMER!!","Sports Trading Card",,"https://www.ebay.com/itm/284306747215",,,"Ships from United States","15 watchers",
,,,,,"Coronado, California, United States","295230537218",,"16999.95","US $16,999.95","jfkautograph",,"","1952 Topps #261 Willie Mays PSA 5 💪💪💪💪💪   New York Giants GOAT HOF","Sports Trading Card",,"https://www.ebay.com/itm/295230537218",,,"Ships from United States","8 watchers",
,,,,,"Keller, Texas, United States","174825684622",,"17000","US $17,000.00","52collect",,"","Luka Doncic 2016 Upper Deck Turkish Airlines Patterned Rainbow Rookie BGS 9 RARE","Sports Trading Card",,"https://www.ebay.com/itm/174825684622",,,"Ships from United States",,
